Transaction number,Vendor ,Category,Amount
1900806168,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£2,260.00"
5201144179,I&DEA,IT and Telecoms,"£2,260.00"
1900806173,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£2,260.00"
1900806175,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£2,260.00"
8001885633,BUPA CARE HOMES (CFHCARE) LTD,Temporary Accommodation,"£2,258.36"
8001880756,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,256.60"
8001880799,QUANTUM CARE LIMITED,Temporary Accommodation,"£2,256.60"
8001880729,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,256.60"
8001879290,THE GRANGE,Temporary Accommodation,"£2,256.60"
8001868991,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,251.93"
1900805969,PREMIER CAREWAITING LTD,General,"£2,251.72"
1900805692,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£2,250.18"
1900806613,WARDELL ASSOCIATES LTD,People and Recruitment,"£2,250.00"
1900806610,WARDELL ASSOCIATES LTD,People and Recruitment,"£2,250.00"
5201143008,TRUSTMARQUE SOLUTIONS LIMITED,IT and Telecoms,"£2,250.00"
5201143884,DIABETES UK,Learning and Development,"£2,250.00"
8001857576,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£2,250.00"
1900806615,WARDELL ASSOCIATES LTD,People and Recruitment,"£2,250.00"
5201144078,LOGICALIS UK LTD,IT and Telecoms,"£2,250.00"
1900806659,REDACTED PERSONAL DATA,Children and Education,"£2,250.00"
1900805525,IPEOPLE SERVICES LIMITED,People and Recruitment,"£2,240.00"
1900805305,IPEOPLE SERVICES LIMITED,People and Recruitment,"£2,240.00"
8001885666,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,235.18"
5201143524,REDACTED PERSONAL DATA,Sport and Leisure,"£2,232.00"
1900806625,PLEXUS CLIENT ACCOUNT,Finance,"£2,230.00"
8001880024,WATERFALL HOUSE LTD t/a SEAFORTH LO,Temporary Accommodation,"£2,229.43"
5201143231,G W TWILLEY & SON LTD,Transport & Travel,"£2,226.00"
8001879165,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,225.83"
8001869051,MAGICARE LTD,Temporary Accommodation,"£2,223.05"
8001869005,LANCAM NURSING HOME,Temporary Accommodation,"£2,214.65"
8001868951,BUPA CARE HOMES (BNH) LTD,Temporary Accommodation,"£2,214.65"
8001869016,MAGICARE LTD,Temporary Accommodation,"£2,214.65"
8001885485,MAISON MOTI LTD,Social care,"£2,214.29"
8001855201,CONNIFIERS CARE LIMITED,Social care,"£2,214.29"
1900806460,IPEOPLE SERVICES LIMITED,People and Recruitment,"£2,214.00"
1900806459,IPEOPLE SERVICES LIMITED,People and Recruitment,"£2,214.00"
8001869024,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,208.72"
5201144751,COURT CATERING EQUIPMENT LTD,Food and Drink,"£2,208.00"
5201142996,MISCO,IT and Telecoms,"£2,201.30"
1900805384,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£2,200.00"
8001857282,NEXT STEP SUPPORT LTD,Temporary Accommodation,"£2,200.00"
8001866721,OAK TREE CARE SERVICES LIMITED,Temporary Accommodation,"£2,200.00"
8001867741,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,200.00"
8001859741,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£2,200.00"
8001867801,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,200.00"
5201143784,SWEETT (UK) LIMITED,"Construction, Property and Fac Man","£2,200.00"
5201144174,INFOSHARE LTD,IT and Telecoms,"£2,200.00"
8001869381,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,200.00"
8001840921,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£2,198.00"
8001870561,ANDERSEN CARE LIMITED,Social care,"£2,195.98"
8001885593,MAGICARE LTD,Temporary Accommodation,"£2,195.44"
8001885714,MAGICARE LTD,Temporary Accommodation,"£2,192.32"
8001885760,MAGICARE LTD,Temporary Accommodation,"£2,192.27"
8001875541,NORWOOD SCHOOLS LTD,Social care,"£2,190.56"
8001879167,NELLSAR LTD,Temporary Accommodation,"£2,185.71"
5201142093,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£2,185.12"
5201142681,THE MORRIS HOUSE GROUP PRACTICE,Public Health,"£2,184.21"
8001880080,HERITAGE CARE,Temporary Accommodation,"£2,183.75"
8001879210,MONREAD LODGE NURSING HOME LIMITED,Temporary Accommodation,"£2,183.57"
8001868990,MULLINVAM LIMITED,Temporary Accommodation,"£2,183.57"
8001879188,HUGH MYDDLETON HOUSE,Temporary Accommodation,"£2,183.14"
5201141806,VISION TECHNICIANS,General,"£2,180.00"
8001868946,AGUDAS ISRAEL HOUSING ASSOCIAT LTD,Social care,"£2,177.92"
8001880713,RUNWOOD HOMES LTD,Temporary Accommodation,"£2,172.94"
8001847714,CIRCA CARE LTD,Temporary Accommodation,"£2,170.44"
1900805925,JON STROUD LIMITED,General,"£2,167.44"
8001880854,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£2,164.71"
8001880711,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,164.29"
5201143633,HIGHGATE GROUP PRACTICE,Public Health,"£2,162.25"
5201144101,HB SUBSIDY SERVICES LIMITED,General,"£2,160.00"
1900806650,VEOLIA ES (UK) LTD,Public Realm,"£2,158.20"
8001880914,CEDAR HOUSE CO LTD,Temporary Accommodation,"£2,157.86"
8001874028,SEVACARE (UK) LTD,Social care,"£2,154.56"
8001885263,ISLINGTON COUNCIL,Children and Education,"£2,150.70"
8001885344,ISLINGTON COUNCIL,Children and Education,"£2,150.70"
8001868973,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,150.36"
8001879143,THE LIMES RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,149.76"
8001885747,ROSEVIEW CARE HOMES,Temporary Accommodation,"£2,149.76"
8001885599,MAGICARE LTD,Temporary Accommodation,"£2,149.46"
8001857326,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£2,145.60"
5201141961,REDACTED PERSONAL DATA,"Construction, Property and Fac Man","£2,144.85"
8001869053,MAGICARE LTD,Temporary Accommodation,"£2,143.76"
8001885642,MAGICARE LTD,Temporary Accommodation,"£2,142.86"
8001879131,MELROSE HOUSE,Temporary Accommodation,"£2,142.86"
8001879301,MELROSE HOUSE,Temporary Accommodation,"£2,142.86"
8001880700,ASHLEY HOUSE,Temporary Accommodation,"£2,142.86"
8001885487,MAISON MOTI LTD,Social care,"£2,142.86"
8001880847,DRS CARE HOMES LTD,Temporary Accommodation,"£2,142.86"
8001880674,ASHLEY HOUSE,Temporary Accommodation,"£2,142.86"
8001879141,MELROSE HOUSE,Temporary Accommodation,"£2,142.86"
8001880638,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,142.86"
8001880651,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,142.86"
8001879300,MELROSE HOUSE,Temporary Accommodation,"£2,142.86"
8001879116,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,142.47"
1900805057,LONDON BOROUGH OF BROMLEY,Children and Education,"£2,142.00"
8001879142,METHODIST HOMES FOR THE AGED,Social care,"£2,140.07"
8001880015,WATERFALL HOUSE LTD,Temporary Accommodation,"£2,139.69"
8001879270,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,139.60"
8001885718,MAGICARE LTD,Temporary Accommodation,"£2,138.36"
8001869032,AVONDALE NURSING HOME,Temporary Accommodation,"£2,134.71"
8001865124,SAPH LTD,Social care,"£2,134.44"
8001866001,EZER LEYOLDOS LTD,Children and Education,"£2,133.75"
1900805777,DESILU ESTATE LTD,General,"£2,133.04"
5201142968,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£2,129.40"
8001879298,JEWISH CARE,Temporary Accommodation,"£2,129.10"
8001869010,FOUR SEASONS (NO 10) LTD,Temporary Accommodation,"£2,128.93"
8001875961,CAMPHILL COMMUNITIES THORNBURY LTD,Social care,"£2,128.28"
8001885756,MAGICARE LTD,Temporary Accommodation,"£2,127.00"
8001879283,MARY FEILDING GUILD,Social care,"£2,126.74"
1900805757,HOMES FOR HARINGEY LIMITED,Finance,"£2,122.95"
200345468,CATCH 22 CHARITY LTD,Social care,"£2,122.85"
1900805881,CLIFFORD DEVLIN LTD,"Construction, Property and Fac Man","£2,120.00"
8001879128,GREEN TREES,Temporary Accommodation,"£2,118.77"
5201144502,BE FUELCARDS LIMITED,Energy and Utilities,"£2,116.46"
5201142075,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,"£2,116.00"
5201143578,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,"£2,116.00"
8001885701,MAGICARE LTD,Temporary Accommodation,"£2,113.37"
5201143245,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£2,110.60"
8001885681,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£2,108.79"
8001880689,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,108.57"
5201143834,J. V. CHOTAI & SONS LTD,Public Health,"£2,107.56"
8001880879,CIRCA CARE LTD,Temporary Accommodation,"£2,100.43"
8001867641,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,100.00"
5201144494,NPS LONDON LTD,"Construction, Property and Fac Man","£2,100.00"
1900806059,PROPERTY ZONE (LONDON) LTD,Temporary Accommodation,"£2,099.00"
8001869064,MAGICARE LTD,Temporary Accommodation,"£2,097.17"
8001880023,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,095.67"
8001879277,ESSEX COUNTY COUNCIL,Temporary Accommodation,"£2,094.09"
8001885637,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£2,090.75"
1900805560,FOSTERING NETWORK,Communication,"£2,090.52"
8001880040,WATERFALL HOUSE LTD t/a SEAFORTH LO,Temporary Accommodation,"£2,087.49"
8001861721,EXTRA MILE CARE COMPANY,Social care,"£2,085.47"
8001880069,G.A. PROJECTS LIMITED,Temporary Accommodation,"£2,084.27"
8001880821,CLOVELLY HOUSE RESIDENTIAL HOME LTD,Temporary Accommodation,"£2,083.45"
8001859282,NTEC SUPPORT SERVICES LTD,Social care,"£2,080.00"
8001880084,ROSS WYLD CARE HOME,Temporary Accommodation,"£2,078.92"
8001879262,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,078.91"
1900806141,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£2,075.06"
5201142697,STHREE STAFFING UK LTD,People and Recruitment,"£2,075.00"
5201144856,STHREE STAFFING UK LTD,People and Recruitment,"£2,075.00"
1900805250,WILKIN CHAPMAN LLP,General,"£2,074.10"
8001865081,SAPH LTD,Social care,"£2,073.26"
5201143555,REDACTED PERSONAL DATA,Sport and Leisure,"£2,072.00"
1900805093,ALLPAY LIMITED,General,"£2,071.20"
8001880629,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£2,069.87"
5201143528,REDACTED PERSONAL DATA,Sport and Leisure,"£2,065.84"
8001880885,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,063.75"
8001868948,NEWSTEAD NURSING HOME,Temporary Accommodation,"£2,060.96"
5201142197,SOMERSET GARDENS FAM HEALTHCARE CTR,Public Health,"£2,060.00"
8001868997,MULLINVAM LIMITED,Temporary Accommodation,"£2,058.04"
8001880020,WATERFALL HOUSE LTD,Temporary Accommodation,"£2,057.40"
8001885601,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,056.98"
8001880019,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,056.97"
8001868993,APPLETREE COURT CARE LTD,Temporary Accommodation,"£2,056.07"
8001880091,WOODLANDS RESIDENTIAL CARE HOME,Temporary Accommodation,"£2,050.72"
8001877681,CIRCLE OF CARE SERVICE LTD,Social care,"£2,049.54"
8001879224,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,046.82"
8001880822,CLOVELLY HOUSE RESIDENTIAL HOME LTD,Temporary Accommodation,"£2,045.05"
8001852941,LONDON CARE PLC,Social care,"£2,044.80"
8001852961,LONDON CARE PLC,Social care,"£2,044.80"
8001880041,WATERFALL HOUSE LTD t/a SEAFORTH LO,Temporary Accommodation,"£2,044.59"
8001873809,SEVACARE (UK) LTD,Social care,"£2,044.54"
5201142937,ROTOWASH UK LTD,General,"£2,044.00"
1900806417,CHRIS ZUROWSKI CONSULTING,Energy and Utilities,"£2,042.50"
8001885643,MAGICARE LTD,Temporary Accommodation,"£2,042.32"
8001873795,SEVACARE (UK) LTD,Social care,"£2,036.72"
5201142332,REDACTED PERSONAL DATA,Sport and Leisure,"£2,036.40"
8001882814,FINEFAIR LTD,"Construction, Property and Fac Man","£2,035.71"
8001868939,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,035.63"
8001879135,KISHOR VILLAGE,Temporary Accommodation,"£2,034.00"
5201142223,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£2,033.35"
8001880683,HILLCARE LTD,Temporary Accommodation,"£2,030.57"
5201141758,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£2,027.71"
5201143244,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£2,026.40"
200345461,HORNSEY HOUSING TRUST,Social care,"£2,025.66"
200345467,SANCTUARY HOUSING ASSOCIATION,Social care,"£2,021.76"
8001869054,ACORN LODGE CARE HOME,Temporary Accommodation,"£2,021.32"
8001880028,QUANTUM CARE LIMITED,Temporary Accommodation,"£2,020.89"
1900805272,OTIS LIMITED,"Construction, Property and Fac Man","£2,017.49"
8001853021,LONDON CARE PLC,Social care,"£2,016.43"
8001880887,APOLLO CARE & SUPPORTED HOUSING LTD,General,"£2,015.03"
5201143060,GRANADA LEARNING LTD,Children and Education,"£2,011.10"
8001884367,THE PROVIDENCE PROJECTS REHAB GROUP,Social care,"£2,010.57"
5201142105,DTZ DTL LTD,People and Recruitment,"£2,009.10"
1900805413,ISLINGTON COUNCIL,General,"£2,008.33"
8001869004,THE CONIFERS HEALTHCARE LTD,Temporary Accommodation,"£2,008.20"
8001880074,ST LUCY LODGE,Temporary Accommodation,"£2,008.03"
5201142857,RINGWAY JACOBS LIMITED,Public Realm,"£2,005.84"
8001882441,NAS SERVICES LTD,Social care,"£2,002.80"
5201141965,RINGWAY JACOBS LIMITED,Public Realm,"£2,001.86"
8001873890,SEVACARE (UK) LTD,Social care,"£2,001.44"
5201142076,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,"£2,000.00"
8001865141,COGHLAN LODGES LIMITED,Social care,"£2,000.00"
8001879701,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£2,000.00"
5201144406,FUCHSIA BLUE LIMITED,Learning and Development,"£2,000.00"
1900806040,NEOPOST FINANCE LIMITED,General,"£2,000.00"
8001840441,MAISON MOTI LTD,Social care,"£2,000.00"
8001867621,COGHLAN LODGES LIMITED,Social care,"£2,000.00"
8001859261,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£2,000.00"
8001867681,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,000.00"
8001880830,AVON LODGE UK LTD,Temporary Accommodation,"£1,999.46"
8001875501,NORWOOD SCHOOLS LTD,Social care,"£1,998.72"
1900805267,IPEOPLE SERVICES LIMITED,People and Recruitment,"£1,998.00"
1900805268,IPEOPLE SERVICES LIMITED,People and Recruitment,"£1,998.00"
8001880034,ADIEMUS CARE LIMITED T/A CHAPLIN LO,Temporary Accommodation,"£1,996.80"
200345493,POLISH & EASTERN EUROP CHRISTIAN FA,Social care,"£1,993.60"
8001885680,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,993.58"
8001868956,HC-ONE LIMITED T/A BIRCHWOOD GRANGE,Temporary Accommodation,"£1,992.30"
5201141966,EDUCATION LONDON LTD,People and Recruitment,"£1,990.00"
8001879106,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£1,989.64"
8001879268,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£1,989.64"
8001879254,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£1,989.64"
8001879261,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£1,989.64"
8001879265,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£1,989.64"
8001876961,CIRCLE OF CARE SERVICE LTD,Social care,"£1,988.00"
8001885739,PARKSIDE RESIDENTIAL HOME,Temporary Accommodation,"£1,977.30"
8001876542,ALLPAY LTD,Social care,"£1,975.63"
8001875941,NAS SERVICES LTD,Social care,"£1,974.40"
8001882784,LCS PARTNERSHIPS LTD,"Construction, Property and Fac Man","£1,973.70"
8001879197,JEWISH CARE,Temporary Accommodation,"£1,973.36"
5201143812,UNITED GUARDING SERVICES LTD,General,"£1,973.32"
8001880647,SPECIALITY CARE (REIT) HOMES LTD,Temporary Accommodation,"£1,967.87"
8001879118,GREEN TREES,Temporary Accommodation,"£1,965.00"
8001885773,ROSEVIEW CARE HOMES,Temporary Accommodation,"£1,965.00"
8001880092,WOODLANDS RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,965.00"
8001880105,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£1,965.00"
8001880863,HEMBURY FORT HOUSE,Temporary Accommodation,"£1,965.00"
8001880897,CAMDEN LODGE,Temporary Accommodation,"£1,965.00"
8001859521,MAREGO LTD,Social care,"£1,962.26"
8001859541,MAREGO LTD,Social care,"£1,962.26"
8001859561,MAREGO LTD,Social care,"£1,962.26"
1900805781,VAROSI ESTATES LIMITED,Temporary Accommodation,"£1,962.15"
8001878641,CIRCLE OF CARE SERVICE LTD,Social care,"£1,960.00"
8001865661,OASIS CARE & TRAINING AGENCY,Social care,"£1,960.00"
8001885749,PAULINE HOGAN T/A STIRLINGPARK CARE,Temporary Accommodation,"£1,957.29"
5201143196,RUSKINS TREE SURGERY LTD,Public Realm,"£1,956.70"
8001880618,PEACEFORM (UK) LTD,Temporary Accommodation,"£1,956.60"
8001880832,WATERFALL HSE LTD t/a AMBERLEY HOUS,Temporary Accommodation,"£1,956.60"
8001879260,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£1,954.84"
8001859121,HAIL LTD,Social care,"£1,952.00"
8001865961,EZER LEYOLDOS LTD,Children and Education,"£1,950.00"
1900805955,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,950.00"
8001879206,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£1,949.66"
5201141774,REDACTED PERSONAL DATA,Legal,"£1,948.00"
8001879263,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£1,947.73"
8001880709,ASTON GRANGE LTD,Temporary Accommodation,"£1,944.90"
1900806461,IPEOPLE SERVICES LIMITED,People and Recruitment,"£1,944.00"
1900805269,IPEOPLE SERVICES LIMITED,People and Recruitment,"£1,944.00"
5201144185,REDACTED PERSONAL DATA,Public Health,"£1,940.00"
5201142805,CROWN PROMOTIONS & REMOVALS LTD,General,"£1,940.00"
8001872241,FOCUS ON FOSTERING LTD,Children and Education,"£1,939.28"
8001841081,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,936.08"
8001885737,ROSEACRES CARE HOME LIMITED,Temporary Accommodation,"£1,935.18"
5201143513,REDACTED PERSONAL DATA,Sport and Leisure,"£1,933.28"
8001885594,MAGICARE LTD,Temporary Accommodation,"£1,933.02"
8001879132,THE LIMES RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,932.69"
8001825941,OASIS CARE & TRAINING AGENCY,Social care,"£1,931.40"
8001851261,NORTH LONDON ASIAN CARE,Social care,"£1,930.60"
1900804740,STACE LLP,"Construction, Property and Fac Man","£1,928.00"
8001879248,JEWISH CARE,Temporary Accommodation,"£1,927.89"
1900804370,STACE LLP,"Construction, Property and Fac Man","£1,927.00"
8001880671,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£1,925.32"
8001879140,TOGETHER WORKING FOR WELLBEING,Temporary Accommodation,"£1,921.11"
8001859281,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£1,920.00"
8001875741,COTTAGE & RURAL ENTERPRISES LTD,Temporary Accommodation,"£1,919.96"
8001885615,RUDDINGTON HOMES LTD,Temporary Accommodation,"£1,919.87"
8001880669,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£1,917.56"
8001880649,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,917.21"
8001880621,JEWISH CARE,Social care,"£1,909.00"
8001880697,AVON LODGE UK LTD,Temporary Accommodation,"£1,906.88"
8001869018,MAGICARE LTD,Temporary Accommodation,"£1,906.11"
5201143527,REDACTED PERSONAL DATA,Sport and Leisure,"£1,902.16"
5201142547,PEARL LINGUISTICS,Communication,"£1,901.40"
5201144380,REDACTED PERSONAL DATA,Legal,"£1,900.00"
1900806174,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,898.40"
1900805910,THAMES WATER UTILITIES LTD (PROPERT,Energy and Utilities,"£1,897.80"
8001847716,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,897.64"
8001885724,PARKSIDE RESIDENTIAL HOME,Temporary Accommodation,"£1,896.90"
8001852981,LONDON CARE PLC,Social care,"£1,894.72"
5201143700,TRUSTMARQUE SOLUTIONS LIMITED,IT and Telecoms,"£1,894.20"
1900805371,NORTH LONDON BIKUR CHOLIM LTD,Children and Education,"£1,894.10"
1900805173,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,893.58"
8001867901,DILIGENT CARE SERVICES LTD,Social care,"£1,892.80"
8001850158,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,891.00"
1900806490,LONDON BOROUGH OF BROMLEY,Children and Education,"£1,890.00"
8001873121,NORWOOD SCHOOLS LTD,Social care,"£1,890.00"
8001870441,ANDERSEN CARE LIMITED,Social care,"£1,890.00"
5201144204,POSITIVE EMPLOYMENT & TRAINING JOB,General,"£1,888.84"
8001865701,EZER LEYOLDOS LTD,Children and Education,"£1,886.25"
8001868978,NEW CENTURY CARE (FINCHLEY) LTD,Temporary Accommodation,"£1,884.86"
8001865741,EZER LEYOLDOS LTD,Children and Education,"£1,882.50"
8001868981,LIFE STYLE CARE (2011) PLC,Temporary Accommodation,"£1,881.47"
8001875481,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man","£1,880.96"
5201142597,NLPC LTD,General,"£1,875.00"
5201142596,NLPC LTD,General,"£1,875.00"
8001880005,WATERFALL HOUSE LTD,Temporary Accommodation,"£1,871.53"
8001651202,CORNER HOUSE CARE LTD,Temporary Accommodation,"£1,870.63"
8001718115,CORNER HOUSE CARE LTD,Temporary Accommodation,"£1,870.63"
8001847496,CORNER HOUSE CARE LTD,Temporary Accommodation,"£1,870.63"
8001765317,CORNER HOUSE CARE LTD,Temporary Accommodation,"£1,870.62"
8001868927,NEWSTEAD NURSING HOME,Temporary Accommodation,"£1,870.33"
8001880089,ADR CARE HOMES LTD,Social care,"£1,868.57"
8001880637,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,865.19"
8001850561,OASIS CARE & TRAINING AGENCY,Social care,"£1,864.80"
8001838201,OASIS CARE & TRAINING AGENCY,Social care,"£1,864.80"
1900806570,STOR-A-FILE LTD,General,"£1,864.01"
8001850066,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,860.00"
8001870861,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£1,860.00"
8001850128,LOUISIANNA PROPERTIES LTD,General,"£1,860.00"
8001873718,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001873859,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001873813,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001873715,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001873766,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001873712,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001869060,MAGICARE LTD,Temporary Accommodation,"£1,857.92"
8001873165,HOLIBROOK HOUSE,Temporary Accommodation,"£1,857.14"
8001868931,GSG NURSING HOMES LIMITED,Temporary Accommodation,"£1,856.40"
8001885707,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,853.78"
8001868967,BROOKLAND HOMES LTD,Temporary Accommodation,"£1,852.29"
8001873734,SEVACARE (UK) LTD,Social care,"£1,850.86"
1900806430,REDACTED PERSONAL DATA,General,"£1,850.44"
5201141979,TWISTED STOCKING THEATRE COMPANY,Sport and Leisure,"£1,850.00"
1900805161,PREMIER CAREWAITING LTD,General,"£1,848.00"
8001879194,THE GRANGE,Temporary Accommodation,"£1,846.16"
8001885673,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£1,846.02"
8001873728,SEVACARE (UK) LTD,Social care,"£1,843.20"
8001880652,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,842.13"
5201143086,KEYSOFT SOLUTIONS LTD,IT and Telecoms,"£1,840.00"
8001880881,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,836.43"
8001880852,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,836.43"
8001880894,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,836.43"
8001880617,TORRINGTON HOMES,Temporary Accommodation,"£1,836.43"
8001859421,SURECARE ENFIELD,Social care,"£1,833.96"
8001869048,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£1,832.40"
8001868989,TLC GROUP LIMITED,Temporary Accommodation,"£1,830.30"
8001781543,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,828.64"
8001880917,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,826.36"
8001885649,BARCHESTER HEALTHCARE HOMES LTD,Social care,"£1,823.75"
5201142546,UNITED GUARDING SERVICES LTD,General,"£1,822.40"
5201142330,UNITED GUARDING SERVICES LTD,General,"£1,822.40"
5201142329,UNITED GUARDING SERVICES LTD,General,"£1,822.40"
8001882698,FINEFAIR LTD,"Construction, Property and Fac Man","£1,821.42"
1900805354,BINOH,Children and Education,"£1,820.00"
8001880695,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,819.88"
8001872762,RENAISSANCE PERSONNEL LIMITED,Social care,"£1,817.24"
8001873021,RENAISSANCE PERSONNEL LIMITED,Social care,"£1,817.24"
1900805558,DSI BILLING SERVICES,General,"£1,816.81"
8001692037,CORNER HOUSE CARE LTD,Temporary Accommodation,"£1,810.29"
8001880662,CORNER HOUSE CARE LTD,Temporary Accommodation,"£1,810.29"
8001606634,CORNER HOUSE CARE LTD,Temporary Accommodation,"£1,810.28"
8001885753,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£1,806.13"
5201142234,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£1,802.79"
5201142988,DUKES AVENUE PRACTICE,Public Health,"£1,802.50"
1900806180,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,800.86"
8001874861,MARCUS & MARCUS LTD,Social care,"£1,800.12"
8001866701,OAK TREE CARE SERVICES LIMITED,Temporary Accommodation,"£1,800.01"
8001884568,DRS CARE HOMES LTD,Temporary Accommodation,"£1,800.00"
8001866121,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,800.00"
8001884559,DRS CARE HOMES LTD,Temporary Accommodation,"£1,800.00"
8001866681,DEVELOPMENT & LEARNING OPPORTUNITIE,"Construction, Property and Fac Man","£1,800.00"
8001867781,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£1,800.00"
5201144125,J T SYSTEMS,People and Recruitment,"£1,800.00"
