Transaction Number,Vendor,Category,Amount
5201138655,THE WILLOW SCHOOL,Learning and Development,"£7,824"
8001847464,PRECIOUS HOMES LTD,Temporary Accommodation,"£7,809"
5201138384,PREMIER SURVEYS LIMITED,People and Recruitment,"£7,800"
1900803582,WISE C SOLUTIONS LTD,People and Recruitment,"£7,750"
8001810643,GOLD ORCHID LTD T/A CARLTON VALE,Temporary Accommodation,"£7,740"
5201140095,CIPFA BUSINESS LIMITED,People and Recruitment,"£7,735"
5201138411,HAGS-SMP LTD T/A RSS-PLAYMAKERS,Public Realm,"£7,735"
8001848548,PRECIOUS HOMES LTD,Temporary Accommodation,"£7,715"
1900802873,WHITTINGTON HOSPITAL NHS TRUST,Children and Education,"£7,692"
5201140761,DIRECT SURVEILLANCE SOLUTIONS LTD,"Construction, Property and Fac Man","£7,682"
5201140701,DIRECT SURVEILLANCE SOLUTIONS LTD,"Construction, Property and Fac Man","£7,682"
5201140801,UNITED GUARDING SERVICES LTD,General,"£7,654"
5201138583,GATENBYSANDERSON LTD,Communication,"£7,650"
1900802644,INTRINSIQUE LTD,People and Recruitment,"£7,650"
1900803352,BADGER COMPUTER SERVICES LTD,IT and Telecoms,"£7,635"
8001848672,PATHWAY HEALTHCARE LTD,Temporary Accommodation,"£7,622"
8001843694,HILLGREEN CARE LIMITED,Temporary Accommodation,"£7,601"
200344581,HORNSEY (NORTH LONDON) YMCA HOUSING,Social care,"£7,560"
8001847560,GREENVIEW HEALTHCARE LTD,Temporary Accommodation,"£7,539"
5201139006,TRAIN2WORK ACADEMY,General,"£7,528"
8001843691,GREEN LANES PROJECTS LTD,Temporary Accommodation,"£7,514"
1900804809,CIPFA BUSINESS LIMITED,Learning and Development,"£7,510"
1900802674,WILSONS SOLICITORS LLP,Legal,"£7,500"
1900802281,BARNARDO SERVICES LTD,People and Recruitment,"£7,500"
1900802500,BARNARDO SERVICES LTD,General,"£7,500"
5201139643,ROMA SUPPORT GROUP,General,"£7,491"
8001810632,ANNA HOUSE LTD,Temporary Accommodation,"£7,469"
8001847462,CAVENDISH CARE,Temporary Accommodation,"£7,459"
5201140107,PACE FUELCARE LTD,Energy and Utilities,"£7,424"
5201139000,CYCLING INSTRUCTOR LTD,Learning and Development,"£7,424"
8001843804,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£7,403"
5201139855,REDACTED PERSONAL DATA,"Construction, Property and Fac Man","£7,380"
8001849773,SEVACARE (UK) LTD,Social care,"£7,324"
8001843692,HAIL LTD,Social care,"£7,322"
1900804075,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£7,320"
8001842780,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£7,310"
5201140505,JOINT ASSOC OF NISSA TRUST (J A N T,Learning and Development,"£7,275"
1900803174,KEEPMOAT REGENRATION (APOLLO) LTD,"Construction, Property and Fac Man","£7,227"
8001810631,YOUNG GENERATION,Temporary Accommodation,"£7,200"
1900804389,THOMAS RIDLEY & SON  LTD,Food and Drink,"£7,197"
8001815573,INTEGRATED SERVICES PROGRAMME,Children and Education,"£7,192"
8001847545,COMPLETE CARE SERVICES LTD,Temporary Accommodation,"£7,184"
1900802827,VALUING CARE FINANCIAL MANAGEMENT L,Finance,"£7,150"
5201141442,PACE FUELCARE LTD,Energy and Utilities,"£7,110"
5201140463,PACE FUELCARE LTD,Energy and Utilities,"£7,077"
1900804152,WILKIN CHAPMAN LLP,General,"£7,057"
1900805045,ACORN CARE & EDUCATION LTD (SALES),General,"£7,000"
5201138620,UNITED GUARDING SERVICES LTD,General,"£6,993"
8001847745,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£6,993"
5201138769,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,960"
5201138574,NSPCC REGISTERED CHARITY,Learning and Development,"£6,957"
1900804046,LONDON BOROUGH OF ENFIELD,General,"£6,952"
8001834361,ONE HOUSING GROUP LTD,Social care,"£6,949"
8001847476,REDACTED PERSONAL DATA,Temporary Accommodation,"£6,948"
5201141357,PENNA PLC,People and Recruitment,"£6,907"
5201141336,ISLINGTON COUNCIL,Learning and Development,"£6,902"
5201140008,MOUCHEL LIMITED,"Construction, Property and Fac Man","£6,900"
5201140466,WICKSTEED LEISURE,Public Realm,"£6,899"
1900803281,REDACTED PERSONAL DATA,Temporary Accommodation,"£6,825"
5201140918,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,800"
5201140520,PENNA PLC,People and Recruitment,"£6,779"
8001843582,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,764"
8001843616,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,762"
1900804154,RIDGE AND PARTNERS LLP,"Construction, Property and Fac Man","£6,760"
1900804291,FORTISMERE ASSOCIATES LIMITED,People and Recruitment,"£6,760"
8001827261,MARCUS & MARCUS LTD,Temporary Accommodation,"£6,752"
8001830381,MARCUS & MARCUS LTD,Temporary Accommodation,"£6,752"
5201140023,GATENBYSANDERSON LTD,Communication,"£6,750"
8001813442,AUTISM WEST MIDLANDS,Social care,"£6,728"
8001847531,CONSENSA CARE LTD,Temporary Accommodation,"£6,720"
200344572,HORNSEY (NORTH LONDON) YMCA HOUSING,Social care,"£6,720"
8001848802,INTEGRATED SERVICES PROGRAMME,Children and Education,"£6,719"
1900803886,INSTITUTE FOR GOVERNMENT,People and Recruitment,"£6,718"
8001848893,CREDO CARE LIMITED,Children and Education,"£6,700"
1900804330,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£6,699"
8001824921,PROTEA CARE HOMES (KENT) LTD,Temporary Accommodation,"£6,665"
8001824961,PROTEA CARE HOMES (KENT) LTD,Temporary Accommodation,"£6,665"
8001847662,DRS CARE HOMES LTD,Temporary Accommodation,"£6,643"
8001848595,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£6,643"
5201140699,DIRECT SURVEILLANCE SOLUTIONS LTD,"Construction, Property and Fac Man","£6,635"
5201141146,RUSKINS TREE SURGERY LTD,Public Realm,"£6,632"
5201140553,MENTAL HEALTH CARERS SUPPORT ASS. L,Social care,"£6,625"
1900804080,WILKIN CHAPMAN LLP,General,"£6,625"
5201138777,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,609"
8001846482,THE PRIORY - POTTERS BAR,Temporary Accommodation,"£6,592"
5201138885,RINGWAY JACOBS LIMITED,Public Realm,"£6,566"
5201138685,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,562"
200344578,SOLACE WOMEN'S AID,Social care,"£6,528"
1900802587,SOUTHOVER EDUCATION LIMITED,General,"£6,481"
1900802588,SOUTHOVER EDUCATION LIMITED,General,"£6,481"
1900804381,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£6,460"
1900804762,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£6,460"
5201138867,DIAMOND BUILD PLC,"Construction, Property and Fac Man","£6,453"
8001847488,REDACTED PERSONAL DATA,Temporary Accommodation,"£6,447"
8001823461,ST ELIZABETHS CENTRE,Social care,"£6,422"
8001850961,ALERE CARE LIMITED,"Construction, Property and Fac Man","£6,421"
1900802591,SOUTHOVER EDUCATION LIMITED,General,"£6,410"
5201139147,SIMON CONSULTANCY LTD,People and Recruitment,"£6,400"
200344580,METROPOLITAN SUPPORT TRUST,Social care,"£6,400"
1900804323,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£6,380"
1900803471,JONATHAN ROBERTS CONSULTING LTD,General,"£6,373"
8001847742,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£6,364"
8001807587,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£6,362"
5201138762,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,348"
8001846670,NEWSTEAD NURSING HOME,Social care,"£6,339"
1900804930,BROOKSON (5897K) LIMITED,People and Recruitment,"£6,330"
8001847727,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£6,328"
5201138763,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,254"
5201140800,COFELY WORKPLACE LTD,General,"£6,251"
5201140812,FINSBURY PARK SPORTS PARTNERSHIP LI,General,"£6,250"
8001846498,BARCHESTER HEALTHCARE  LTD,Temporary Accommodation,"£6,224"
8001848790,CREDO CARE LIMITED,Children and Education,"£6,200"
8001848791,CREDO CARE LIMITED,Children and Education,"£6,200"
8001843592,MISHELLIS PROPERTIES LTD T/A MCA CA,Temporary Accommodation,"£6,200"
8001848861,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£6,191"
200344535,BROADWAY HOUSING ASSOCIATION,Social care,"£6,190"
8001810647,ASPIRE HOUSE,Temporary Accommodation,"£6,129"
5201139155,CONNEVANS LTD,Social care,"£6,082"
5201138752,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,077"
8001815422,INTEGRATED SERVICES PROGRAMME,Children and Education,"£6,069"
8001842707,REDACTED PERSONAL DATA,Social care,"£6,068"
8001842790,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£6,060"
8001815528,CREDO CARE LIMITED,Children and Education,"£6,052"
8001842746,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£6,027"
8001824941,PROTEA CARE HOMES (KENT) LTD,Temporary Accommodation,"£6,020"
5201138683,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,016"
8001850521,ROSS WYLD CARE HOME,Temporary Accommodation,"£6,008"
1900804842,PLEXUS CLIENT ACCOUNT,Finance,"£6,000"
5201138705,ACCESS SPORT,Sport and Leisure,"£6,000"
5201139995,SIMON CONSULTANCY LTD,People and Recruitment,"£6,000"
8001847469,REDACTED PERSONAL DATA,Temporary Accommodation,"£5,955"
5201140772,CIPFA BUSINESS LIMITED,People and Recruitment,"£5,940"
8001842747,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£5,932"
