Transaction No.,Vendor Name, Category ,Amount
8001761757,SOUTHWARK PARK NURSING HOMES LTD,Temporary Accommodation,"£2,055.74"
8001719686,SOUTHWARK PARK NURSING HOMES LTD,Temporary Accommodation,"£2,055.74"
1900799532,HAMPTON'S RESOURCING,People and Recruitment,"£2,052.00"
5201133327,REDACTED PERSONAL DATA,Legal,"£2,050.00"
8001719541,KISHARON,Social care,"£2,048.15"
8001744701,KISHARON,Social care,"£2,048.15"
8001761356,JEWISH CARE,Temporary Accommodation,"£2,047.81"
8001764183,PARKSIDE RESIDENTIAL HOME,Temporary Accommodation,"£2,043.21"
8001761441,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,042.82"
5201135322,DUKES AVENUE PRACTICE,Public Health,"£2,041.83"
8001765302,SPECIALITY CARE (REIT) HOMES LTD,Temporary Accommodation,"£2,033.47"
8001765276,ACORN LODGE CARE HOME,Temporary Accommodation,"£2,030.50"
8001718300,WATERFALL HSE LTD t/a AMBERLEY HOUS,Temporary Accommodation,"£2,030.50"
8001765280,PEACEFORM (UK) LTD,Temporary Accommodation,"£2,030.50"
8001765500,WATERFALL HSE LTD t/a AMBERLEY HOUS,Temporary Accommodation,"£2,030.50"
8001761391,THE FER VIEW,Temporary Accommodation,"£2,030.50"
8001765534,HEMBURY FORT HOUSE,Temporary Accommodation,"£2,030.50"
8001764206,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£2,030.50"
5201135538,PENNA PLC,People and Recruitment,"£2,030.00"
200342648,HORNSEY HOUSING TRUST,Social care,"£2,029.11"
1900799880,DWF LLP CLIENT ACCOUNT,Finance,"£2,024.00"
5201133634,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£2,024.00"
8001764193,PAULINE HOGAN T/A STIRLINGPARK CARE,Temporary Accommodation,"£2,022.52"
8001761423,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,021.33"
8001761420,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,020.01"
8001729701,OASIS CARE & TRAINING AGENCY,Social care,"£2,019.92"
8001760321,SAPH LTD,Social care,"£2,016.00"
8001737362,LONDON CARE PLC,Social care,"£2,015.22"
8001761365,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,014.64"
8001765368,ASTON GRANGE LTD,Temporary Accommodation,"£2,009.73"
8001764181,ROSEACRES CARE HOME LIMITED,Temporary Accommodation,"£2,008.34"
1900799884,THAMES WATER UTILITIES LTD,Energy and Utilities,"£2,007.36"
8001764192,EUROPEAN CARE & LIFESTYLES (UK) LTD,Temporary Accommodation,"£2,003.92"
8001766281,NAS SERVICES LTD,Social care,"£2,002.80"
8001744329,SEVACARE (UK) LTD,Social care,"£2,001.44"
8001737412,LONDON CARE PLC,Social care,"£2,000.88"
8001737397,LONDON CARE PLC,Social care,"£2,000.88"
8001720502,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,000.00"
8001713661,MAISON MOTI LTD,Social care,"£2,000.00"
1900800031,REDACTED PERSONAL DATA,People and Recruitment,"£2,000.00"
1900800027,REDACTED PERSONAL DATA,People and Recruitment,"£2,000.00"
5201134022,DIABETES UK,Learning and Development,"£2,000.00"
1900796484,AJ PROPERTIES II LTD,Temporary Accommodation,"£2,000.00"
8001713701,MAISON MOTI LTD,Social care,"£2,000.00"
1900799063,NEW JOURNAL ENTERPRISES LTD,Communication,"£2,000.00"
8001749981,COGHLAN LODGES LIMITED,Social care,"£2,000.00"
5201133135,SWEETT (UK) LIMITED,"Construction, Property and Fac Man","£2,000.00"
8001738602,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£2,000.00"
1900800644,NEOPOST LTD CREDIFON RCB ACCOUNT,General,"£2,000.00"
1900800028,REDACTED PERSONAL DATA,People and Recruitment,"£2,000.00"
1900798125,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,000.00"
1900799823,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,000.00"
5201133844,REDACTED PERSONAL DATA,Legal,"£2,000.00"
8001753641,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£2,000.00"
5201134586,GARDINER & THEOBOLD LLP,"Construction, Property and Fac Man","£2,000.00"
8001763361,PRECIOUS HOMES LTD,Temporary Accommodation,"£2,000.00"
8001726941,PRECIOUS HOMES LTD,Temporary Accommodation,"£2,000.00"
1900799841,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,000.00"
8001763581,NORWOOD SCHOOLS LTD,Social care,"£1,998.72"
8001740121,NORWOOD SCHOOLS LTD,Social care,"£1,998.72"
8001764034,MAGICARE LTD,Temporary Accommodation,"£1,997.48"
8001761288,THE LIMES RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,997.10"
5201134681,LOCAL GOVERNMENT FUTURES LTD,Communication,"£1,995.00"
200343147,POLISH & EASTERN EUROP CHRISTIAN FA,Social care,"£1,993.60"
200342679,POLISH & EASTERN EUROP CHRISTIAN FA,Social care,"£1,993.60"
8001761409,JEWISH CARE,Temporary Accommodation,"£1,992.14"
8001765326,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£1,989.48"
8001762361,ROYAL MENCAP SOCIETY,Social care,"£1,989.08"
8001726081,ROYAL MENCAP SOCIETY,Social care,"£1,989.08"
8001740341,CIRCLE OF CARE SERVICE LTD,Social care,"£1,988.00"
8001763461,PRECIOUS HOMES LTD,Temporary Accommodation,"£1,986.21"
8001728401,PRECIOUS HOMES LTD,Temporary Accommodation,"£1,986.21"
8001761297,TOGETHER WORKING FOR WELLBEING,Temporary Accommodation,"£1,985.16"
8001764054,RUDDINGTON HOMES LTD,Temporary Accommodation,"£1,983.87"
5201135321,LAWRENCE HOUSE SURGERY,Public Health,"£1,981.68"
8001765324,OURRIS PROPERTIES LIMITED,Temporary Accommodation,"£1,981.47"
8001765304,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,981.13"
8001760141,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,977.92"
1900800695,FORTISMERE SCHOOL,Finance,"£1,977.49"
5201133126,EDUCATION LONDON LTD,People and Recruitment,"£1,975.00"
8001766301,NAS SERVICES LTD,Social care,"£1,974.40"
8001765454,APOLLO CARE & SUPPORTED HOUSING LTD,Social care,"£1,971.56"
8001765355,AVON LODGE UK LTD,Temporary Accommodation,"£1,970.46"
8001763919,MAGICARE LTD,Temporary Accommodation,"£1,969.66"
1900799856,HARINGEY ADVISORY GRP ON ALCOHOL,People and Recruitment,"£1,969.00"
8001764169,PARKSIDE RESIDENTIAL HOME,Temporary Accommodation,"£1,960.13"
8001744457,SEVACARE (UK) LTD,Social care,"£1,958.66"
8001763874,NEW CENTURY CARE (FINCHLEY) LTD,Temporary Accommodation,"£1,956.36"
8001748127,EASY PROPERTIES LONDON LTD,Temporary Accommodation,"£1,950.00"
5201134699,NORTHGATE INFORMATION SOLUTIONS UK,IT and Telecoms,"£1,950.00"
8001763877,LIFE STYLE CARE (2011) PLC,Temporary Accommodation,"£1,944.19"
8001759461,PROVIDENCE PROJECTS LIMITED,Social care,"£1,942.86"
8001742681,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,941.68"
8001726341,LIFEWAYS COMMUNITY CARE LTD,Social care,"£1,941.06"
8001726181,ST ALEX LTD,Temporary Accommodation,"£1,941.00"
1900799691,VAROSI ESTATES LIMITED,Temporary Accommodation,"£1,936.30"
5201134284,PRINT FOR BUSINESS LIMITED,Communication,"£1,934.79"
8001761726,WATERFALL HOUSE LTD,Temporary Accommodation,"£1,933.91"
8001719655,WATERFALL HOUSE LTD,Temporary Accommodation,"£1,933.91"
8001763857,NEWSTEAD NURSING HOME,Temporary Accommodation,"£1,930.73"
8001733281,SHINE PARTNERSHIPS LTD,Temporary Accommodation,"£1,929.75"
8001727001,TTP COUNSELLING CENTRE LTD,Social care,"£1,928.70"
8001721021,TTP COUNSELLING CENTRE LTD,Social care,"£1,928.70"
8001765292,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,927.35"
8001763862,BROOKLAND HOMES LTD,Temporary Accommodation,"£1,922.70"
1900799612,S P COACHES LTD,Children and Education,"£1,920.00"
8001739556,APOLLO CARE & SUPPORTED HOUSING LTD,Social care,"£1,920.00"
8001759321,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,920.00"
1900799614,S P COACHES LTD,Children and Education,"£1,920.00"
1900799613,S P COACHES LTD,Children and Education,"£1,920.00"
8001740041,COTTAGE & RURAL ENTERPRISES LTD,Temporary Accommodation,"£1,919.96"
8001762581,COTTAGE & RURAL ENTERPRISES LTD,Temporary Accommodation,"£1,919.96"
8001763824,GSG NURSING HOMES LIMITED,Temporary Accommodation,"£1,918.28"
8001764151,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,915.59"
5201134558,UNITED GUARDING SERVICES LTD,General,"£1,913.52"
8001747441,PREMIER CAREWAITING LTD,Social care,"£1,909.00"
8001761354,THE GRANGE,Temporary Accommodation,"£1,907.69"
8001764114,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£1,907.58"
8001719373,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£1,907.56"
5201133489,REDACTED PERSONAL DATA,Sport and Leisure,"£1,907.35"
8001737661,LONDON CARE PLC,Social care,"£1,906.24"
8001765307,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,903.53"
8001737364,LONDON CARE PLC,Social care,"£1,900.44"
8001763885,TLC GROUP LIMITED,Temporary Accommodation,"£1,899.99"
8001765533,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,897.64"
8001765521,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,897.64"
8001765400,EASTBROOK HOUSE RESIDENTIAL HOME,Temporary Accommodation,"£1,897.64"
8001765558,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,897.64"
8001764090,BARCHESTER HEALTHCARE HOMES LTD,Social care,"£1,893.20"
8001756041,DILIGENT CARE SERVICES LTD,Social care,"£1,892.80"
8001739941,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,891.68"
8001754401,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,891.68"
8001739981,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,891.68"
8001752601,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,891.68"
8001734536,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,891.00"
8001715701,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,890.00"
8001726161,ST ALEX LTD,Social care,"£1,890.00"
8001763521,NORWOOD SCHOOLS LTD,Social care,"£1,890.00"
8001740281,NORWOOD SCHOOLS LTD,Social care,"£1,890.00"
8001735371,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£1,886.43"
5201133951,DAVENPORT VANE LTD,People and Recruitment,"£1,885.35"
8001748181,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£1,884.00"
8001763662,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man","£1,880.96"
8001740061,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man","£1,880.96"
8001765352,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,880.56"
5201134712,FLEET LINE MARKERS LTD,"Construction, Property and Fac Man","£1,880.00"
8001719458,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£1,866.33"
8001764196,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£1,866.33"
8001744156,SEVACARE (UK) LTD,Social care,"£1,866.18"
8001763926,MAGICARE LTD,Temporary Accommodation,"£1,865.35"
1900799392,PETER OLDHAM QC,Legal,"£1,865.00"
8001729561,OASIS CARE & TRAINING AGENCY,Social care,"£1,864.80"
8001729014,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001729006,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001761248,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001761241,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001734501,LOUISIANNA PROPERTIES LTD,General,"£1,860.00"
8001729005,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001729009,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001729007,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001729012,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001761245,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001734427,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,860.00"
8001761242,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001761250,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
1900800148,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,860.00"
8001761243,DRS CARE HOMES LTD,Temporary Accommodation,"£1,860.00"
8001744132,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001744191,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001744148,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001744419,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001744241,SEVACARE (UK) LTD,Social care,"£1,858.52"
8001763884,ABBEY RAVENSCROFT PARK LTD,Temporary Accommodation,"£1,856.85"
8001763928,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£1,854.29"
8001761446,BUPA CARE HOMES,Temporary Accommodation,"£1,853.34"
8001737248,LONDON CARE PLC,Social care,"£1,852.40"
8001744155,SEVACARE (UK) LTD,Social care,"£1,850.86"
8001744456,SEVACARE (UK) LTD,Social care,"£1,850.86"
8001744135,SEVACARE (UK) LTD,Social care,"£1,850.86"
5201135609,REDACTED PERSONAL DATA,Legal,"£1,850.00"
5201134559,UNITED GUARDING SERVICES LTD,General,"£1,848.03"
8001734607,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,848.00"
8001744263,SEVACARE (UK) LTD,Social care,"£1,843.20"
8001744293,SEVACARE (UK) LTD,Social care,"£1,843.20"
8001744138,SEVACARE (UK) LTD,Social care,"£1,843.20"
8001746222,PREMIER CAREWAITING LTD,Social care,"£1,840.00"
8001715721,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,837.50"
8001762041,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£1,836.00"
5201134808,CORDOBA SERVICES LIMITED,Learning and Development,"£1,835.00"
8001744021,THE REGARD PARTNERSHIP LIMITED,Social care,"£1,831.75"
8001761269,B&M INVESTMENTS LIMITED,Temporary Accommodation,"£1,831.20"
1900798937,JARDINE LLOYD THOMPSON GROUP,Finance,"£1,828.50"
8001765512,DR FRENCH MEMORIAL HOME LTD,Temporary Accommodation,"£1,826.75"
8001764180,HOMELY CARE LTD T/A ST THERESA'S RE,Temporary Accommodation,"£1,826.67"
5201133509,REDACTED PERSONAL DATA,Public Realm,"£1,824.00"
8001735364,HILLCREST CARE SERVICES LTD,Children and Education,"£1,820.00"
1900798925,BINOH,Children and Education,"£1,820.00"
8001748701,RENAISSANCE PERSONNEL LIMITED,Social care,"£1,817.24"
8001733681,RENAISSANCE PERSONNEL LIMITED,Social care,"£1,817.24"
8001733761,RENAISSANCE PERSONNEL LIMITED,Social care,"£1,817.24"
8001720181,RENAISSANCE PERSONNEL LIMITED,Social care,"£1,817.22"
8001763844,BROOKLAND HOMES LTD,Temporary Accommodation,"£1,809.34"
1900799971,CUNNINGHAM LINDSEY UK,Finance,"£1,803.68"
5201134555,DUKES AVENUE PRACTICE,Public Health,"£1,802.50"
5201134552,DUKES AVENUE PRACTICE,Public Health,"£1,802.50"
5201134556,DUKES AVENUE PRACTICE,Public Health,"£1,802.50"
8001763481,OAK TREE CARE SERVICES LIMITED,Temporary Accommodation,"£1,800.01"
8001753782,DILIGENT CARE SERVICES LTD,Social care,"£1,800.00"
1900799700,WHITTINGTON HOSPITAL NHS TRUST,Public Health,"£1,800.00"
8001720601,DILIGENT CARE SERVICES LTD,Social care,"£1,800.00"
8001761961,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£1,800.00"
8001753421,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£1,800.00"
8001724461,MARCUS & MARCUS LTD,Social care,"£1,800.00"
8001720261,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£1,800.00"
5201134110,HB SUBSIDY SERVICES LIMITED,General,"£1,800.00"
1900800151,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,800.00"
8001748321,MARCUS & MARCUS LTD,Social care,"£1,800.00"
5201134167,IN-TRAC TRAINING & CONSULTANCY LTD,Learning and Development,"£1,800.00"
8001749603,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,800.00"
8001749721,DEVELOPMENT & LEARNING OPPORTUNITIE,"Construction, Property and Fac Man","£1,800.00"
8001728601,ST LUCY CARE SER T/A STEP FORWARD H,Social care,"£1,798.00"
8001763941,MULLINVAM LIMITED,Temporary Accommodation,"£1,792.94"
8001758781,EXTRA MILE CARE COMPANY,Social care,"£1,791.50"
8001761729,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,786.22"
8001719658,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,786.22"
5201134230,UNITED GUARDING SERVICES LTD,General,"£1,785.38"
5201133155,A CHAWHAN LTD,Children and Education,"£1,784.00"
8001719675,WATERFALL HOUSE LTD,Temporary Accommodation,"£1,780.02"
8001761746,WATERFALL HOUSE LTD,Temporary Accommodation,"£1,780.02"
1900799817,THE CO-OPERATIVE FUNERAL CARE,General,"£1,778.60"
8001752181,PREMIER CAREWAITING LTD,Social care,"£1,774.75"
200343133,DIMENSIONS (UK) LIMITED,Social care,"£1,772.16"
8001744375,SEVACARE (UK) LTD,Social care,"£1,771.84"
8001729013,DRS CARE HOMES LTD,Temporary Accommodation,"£1,771.43"
8001761249,DRS CARE HOMES LTD,Temporary Accommodation,"£1,771.42"
1900798988,REDACTED PERSONAL DATA,General,"£1,768.65"
1900798772,LONDON CARE PLC,General,"£1,765.64"
8001751241,SAPH LTD,Social care,"£1,764.00"
1900800078,HOUSING REVIEWS LTD,General,"£1,764.00"
8001766121,NTEC SUPPORT SERVICES LTD,Social care,"£1,760.00"
5201133077,ELEGANCE FURNITURE SUPPLIES LTD,General,"£1,758.32"
8001763949,HUGH MYDDLETON HOUSE,Temporary Accommodation,"£1,757.26"
8001744423,SEVACARE (UK) LTD,Social care,"£1,756.64"
8001737388,LONDON CARE PLC,Social care,"£1,755.04"
8001731301,VINEYARD (UK) SERVICES LTD,Social care,"£1,752.43"
8001761325,KARLAMAIN LTD,Temporary Accommodation,"£1,752.12"
5201133639,NORTH LONDON CATERING EQUIPMENT LTD,Food and Drink,"£1,752.00"
8001745461,ASHNESS CARE LTD,Social care,"£1,752.00"
8001745421,ASHNESS CARE LTD,Social care,"£1,752.00"
8001739381,SAPH LTD,Social care,"£1,751.19"
1900797544,REDACTED PERSONAL DATA,Legal,"£1,750.00"
8001749602,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,750.00"
8001749582,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,750.00"
8001749621,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,750.00"
8001761342,THE GRANGE,Temporary Accommodation,"£1,747.81"
8001731342,ONE HOUSING GROUP LTD,Social care,"£1,747.62"
8001764140,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,742.38"
8001742081,NORTH LONDON ASIAN CARE,Social care,"£1,739.55"
8001761407,KINGSLEY HEALTHCARE,Temporary Accommodation,"£1,737.99"
8001737297,LONDON CARE PLC,Social care,"£1,733.20"
8001682428,LONDON CARE PLC,Social care,"£1,733.20"
8001750841,CIRCLE OF CARE SERVICE LTD,Social care,"£1,731.00"
8001761743,THE TUDORS RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,730.34"
8001719672,THE TUDORS RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,730.33"
8001764091,ANCHOR TRUST,Temporary Accommodation,"£1,729.41"
8001761438,LITTLE SISTERS OF THE POOR,Temporary Accommodation,"£1,729.34"
1900799686,ALLISON LODGE LIMITED,Finance,"£1,728.00"
8001737379,LONDON CARE PLC,Social care,"£1,726.06"
1900799915,EQUIFAX LTD,Finance,"£1,725.17"
8001757681,EXTRA MILE CARE COMPANY,Social care,"£1,725.10"
1900799120,PERSONNEL HYGIENE SERVICES LTD,Public Realm,"£1,722.05"
1900800423,E.ON,Energy and Utilities,"£1,721.96"
8001761360,THE LIMES RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,720.50"
8001761343,IGNICOLL t/a THE LODGE,Temporary Accommodation,"£1,719.88"
8001737501,CIRCLE OF CARE SERVICE LTD,Social care,"£1,716.00"
8001744175,SEVACARE (UK) LTD,Social care,"£1,715.84"
8001763921,MAGICARE LTD,Temporary Accommodation,"£1,708.10"
5201133548,CHRIS BLANDFORD ASSOCIATES,"Construction, Property and Fac Man","£1,707.50"
8001762941,ARAN HOMES LIMITED,Temporary Accommodation,"£1,707.00"
8001740501,ARAN HOMES LIMITED,Temporary Accommodation,"£1,707.00"
8001761340,HOMEFIELD COURT,Temporary Accommodation,"£1,705.62"
8001734464,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man","£1,705.00"
8001734553,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,705.00"
8001744379,SEVACARE (UK) LTD,Social care,"£1,704.67"
1900799764,SHEPHERD HARRIS LLP,Legal,"£1,704.17"
1900799421,REDACTED PERSONAL DATA,General,"£1,700.00"
8001764037,PAT SHAW HOUSE,Temporary Accommodation,"£1,698.34"
5201134606,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£1,696.11"
8001719667,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,693.18"
8001761738,VENETIA RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,693.17"
8001761465,HAIL LTD,Social care,"£1,692.14"
8001754841,DILIGENT CARE SERVICES LTD,Social care,"£1,690.00"
5201134797,ZENFLORA A/S,Public Realm,"£1,682.18"
8001748061,PREMIER CAREWAITING LTD,Social care,"£1,680.00"
1900800521,OAKTREE SCHOOL,Children and Education,"£1,680.00"
8001756901,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,"£1,680.00"
8001745401,ASHNESS CARE LTD,Temporary Accommodation,"£1,680.00"
8001729761,MIG HOUSE RESIDENTIAL CARE HOME LTD,Temporary Accommodation,"£1,680.00"
8001719719,ST MUNGOS COMMUNITY HOUSING ASSOCIA,Temporary Accommodation,"£1,676.22"
8001761790,ST MUNGOS COMMUNITY HOUSING ASSOCIA,Temporary Accommodation,"£1,676.20"
1900799871,VEOLIA ES (UK) LTD,Public Realm,"£1,674.00"
8001763866,NORTHLEACH COURT,Temporary Accommodation,"£1,663.82"
1900798606,SPG CONSULTANTS LTD,Children and Education,"£1,662.50"
5201135357,GB SPORTS & LEISURE,Public Realm,"£1,661.20"
5201134115,STHREE STAFFING UK LTD,People and Recruitment,"£1,660.00"
8001765268,WOODSIDE HOME,Temporary Accommodation,"£1,659.38"
8001764143,PRIORY GROUP LIMITED,Temporary Accommodation,"£1,658.42"
8001730521,OASIS CARE & TRAINING AGENCY,Social care,"£1,657.60"
8001720681,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,652.80"
1900798636,TRIANGLE CONSULTING SOCIAL ENT LTD,Learning and Development,"£1,650.00"
1900798929,BINOH,Children and Education,"£1,650.00"
5201134117,LEISURE MATTERS (UK) LTD,People and Recruitment,"£1,650.00"
8001719601,HAIL LTD,Social care,"£1,649.48"
8001742901,PREMIER CAREWAITING LTD,Social care,"£1,649.25"
1900799840,REDACTED PERSONAL DATA,General,"£1,648.80"
8001730021,ONE HOUSING GROUP LTD,Social care,"£1,646.40"
8001744180,SEVACARE (UK) LTD,Social care,"£1,646.04"
5201134134,UNITED GUARDING SERVICES LTD,General,"£1,643.01"
8001762701,SAPH LTD,Social care,"£1,640.82"
5201134132,UNITED GUARDING SERVICES LTD,General,"£1,640.16"
5201134133,UNITED GUARDING SERVICES LTD,General,"£1,640.16"
8001747061,SATELLITE CONSORTIUM LIMITED,Social care,"£1,639.12"
8001764163,PINETRUST RCH,Temporary Accommodation,"£1,632.46"
8001763915,MULLINVAM LIMITED,Temporary Accommodation,"£1,632.05"
8001734601,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,628.00"
8001763853,CEDAR GARDENS CARE LTD,Temporary Accommodation,"£1,626.98"
8001719684,GCH (QUEENSWAY) LTD,Temporary Accommodation,"£1,626.53"
8001761755,GCH (QUEENSWAY) LTD,Temporary Accommodation,"£1,626.52"
1900799808,MUSWELL HILL CENTRE,Sport and Leisure,"£1,625.00"
5201133110,THREE HORIZONS,People and Recruitment,"£1,625.00"
8001765566,APOLLO CARE & SUPPORTED HOUSING LTD,Social care,"£1,620.00"
8001757541,EXTRA MILE CARE COMPANY,Social care,"£1,613.94"
8001734541,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,612.00"
8001734423,WEST LODGE LIMITED,Temporary Accommodation,"£1,612.00"
8001765861,HAIL LTD,Social care,"£1,610.20"
8001742301,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,610.00"
8001765267,CHASTON HOUSE LTD,Temporary Accommodation,"£1,609.78"
1900800545,BINOH,Children and Education,"£1,608.75"
8001732061,VINEYARD (UK) SERVICES LTD,Social care,"£1,601.60"
8001732021,VINEYARD (UK) SERVICES LTD,Social care,"£1,601.60"
1900800186,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,600.00"
5201134796,CLUB ANAND,Social care,"£1,600.00"
8001749741,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,600.00"
8001758941,EXTRA MILE CARE COMPANY,Social care,"£1,595.91"
8001761759,WATERFALL HOUSE LTD t/a SEAFORTH LO,Temporary Accommodation,"£1,595.88"
8001719688,WATERFALL HOUSE LTD t/a SEAFORTH LO,Temporary Accommodation,"£1,595.88"
200342666,CYPRIOT COMMUNITY CENTRE,Social care,"£1,594.85"
200343134,CYPRIOT COMMUNITY CENTRE,Social care,"£1,594.85"
8001761309,DIPLOTEC LTD,Temporary Accommodation,"£1,593.76"
8001765481,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£1,592.25"
8001765347,DEAN HOUSE,Temporary Accommodation,"£1,591.23"
8001763852,AGUDAS ISRAEL HOUSING ASSOCIAT LTD,Temporary Accommodation,"£1,590.43"
5201134803,G W TWILLEY & SON LTD,Transport & Travel,"£1,590.00"
8001754799,SEAFIELDS FOSTERING LIMITED,Children and Education,"£1,589.64"
8001765365,TORRINGTON HOMES,Temporary Accommodation,"£1,587.64"
1900798896,ALLFORCARE,General,"£1,585.50"
5201134282,KENYON BLOCK CONSULTANTS LTD,People and Recruitment,"£1,584.00"
8001761384,JAH-JIREH CHARITY HOMES,Temporary Accommodation,"£1,579.55"
8001765301,DRAYCOMBE HOUSE CARE LTD,Temporary Accommodation,"£1,578.96"
8001763859,GRACEWELL HEALTHCARE 2 LIMITED,Temporary Accommodation,"£1,578.11"
8001744741,KISHARON,Social care,"£1,575.73"
8001732221,KISHARON,"Construction, Property and Fac Man","£1,575.73"
8001744681,KISHARON,"Construction, Property and Fac Man","£1,575.73"
1900798673,URBANCANDA,Learning and Development,"£1,575.00"
5201135521,PERFORMANCE 1 LTD,Learning and Development,"£1,575.00"
5201134025,ACCULITH 76,Communication,"£1,574.26"
8001744400,SEVACARE (UK) LTD,Social care,"£1,572.48"
