Transaction No.,Vendor Name, Category ,Amount
8001717106,NEWSTEAD NURSING HOME,Temporary Accommodation,"£1,930.73"
8001708101,TTP COUNSELLING CENTRE LTD,Social Care,"£1,928.70"
8001718089,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,927.36"
8001721927,BUPA CARE HOMES,Temporary Accommodation,"£1,923.37"
8001717111,BROOKLAND HOMES LTD,Temporary Accommodation,"£1,922.71"
5201130360,REDACTED PERSONAL DATA,Legal,"£1,921.00"
1900798060,ILSE AMLOT CENTRE FOR WOMEN & CHILD,People and Recruitment,"£1,920.00"
8001691941,PARENTS & CHILDREN TOGETHER,Children and Education,"£1,920.00"
8001731461,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£1,920.00"
8001710041,COTTAGE & RURAL ENTERPRISES LTD,Temporary Accommodation,"£1,919.96"
8001717073,GSG NURSING HOMES LIMITED,Temporary Accommodation,"£1,918.28"
8001719410,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,915.57"
8001721835,THE GRANGE,Temporary Accommodation,"£1,907.69"
8001683861,LONDON CARE PLC,Social Care,"£1,906.24"
8001607769,PARKSIDE RESIDENTIAL HOME,Temporary Accommodation,"£1,906.07"
8001718104,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,903.53"
8001683424,LONDON CARE PLC,Social Care,"£1,902.80"
5201132100,REDACTED PERSONAL DATA,Learning and Development,"£1,900.00"
8001717134,TLC GROUP LIMITED,Temporary Accommodation,"£1,899.99"
8001718078,TORRINGTON HOMES,Temporary Accommodation,"£1,897.64"
8001718201,EASTBROOK HOUSE RESIDENTIAL HOME,Temporary Accommodation,"£1,897.64"
8001718321,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,897.64"
8001718334,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,897.64"
8001718345,TORRINGTON HOMES,Temporary Accommodation,"£1,897.64"
8001696187,PARKSIDE RESIDENTIAL HOME,Temporary Accommodation,"£1,896.90"
1900798283,NORTH LONDON BIKUR CHOLIM LTD,Children and Education,"£1,894.10"
8001717200,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£1,893.48"
8001719349,BARCHESTER HEALTHCARE HOMES LTD,Social Care,"£1,893.22"
8001722401,DILIGENT CARE SERVICES LTD,Social Care,"£1,892.80"
8001690181,NORWOOD SCHOOLS LTD,Social Care,"£1,890.00"
8001717782,DEVELOPMENT & LEARNING OPPORTUNITIE,"Construction, Property and Fac Man","£1,890.00"
8001687361,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man","£1,880.96"
8001718151,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,880.54"
8001713761,HAIL LTD,Social Care,"£1,880.20"
8001706141,RENAISSANCE PERSONNEL LIMITED,Social Care,"£1,878.14"
8001721952,LOOK AHEAD CARE AND SUPPORT LTD,Social Care,"£1,877.40"
8001721955,LOOK AHEAD CARE AND SUPPORT LTD,Social Care,"£1,877.40"
1900798058,ILSE AMLOT CENTRE FOR WOMEN & CHILD,People and Recruitment,"£1,872.00"
8001717076,MULLINVAM LIMITED,Temporary Accommodation,"£1,869.52"
8001709161,CORE OUTREACH & CARE SERVICES UK LT,Social Care,"£1,867.50"
8001717180,MAGICARE LTD,Temporary Accommodation,"£1,865.36"
8001689561,OASIS CARE & TRAINING AGENCY,Social Care,"£1,864.80"
8001708681,OASIS CARE & TRAINING AGENCY,Social Care,"£1,864.80"
5201131761,PAVILION SPORTS & CAFE LTD,Sport and Leisure,"£1,860.00"
8001724918,SEVACARE (UK) LTD,Social Care,"£1,858.52"
8001724928,SEVACARE (UK) LTD,Social Care,"£1,858.52"
8001724935,SEVACARE (UK) LTD,Social Care,"£1,858.52"
8001724974,SEVACARE (UK) LTD,Social Care,"£1,858.52"
8001725050,SEVACARE (UK) LTD,Social Care,"£1,858.52"
8001725210,SEVACARE (UK) LTD,Social Care,"£1,858.52"
8001725251,SEVACARE (UK) LTD,Social Care,"£1,858.52"
8001717133,ABBEY RAVENSCROFT PARK LTD,Temporary Accommodation,"£1,856.86"
1900797808,WEST MIDDX UNIVERSITY HOSPITAL NHS,Public Health,"£1,856.21"
8001718353,CAMDEN LODGE,Temporary Accommodation,"£1,855.57"
8001717182,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£1,854.29"
8001724915,SEVACARE (UK) LTD,Social Care,"£1,850.86"
5201132670,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,"£1,850.00"
5201130236,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£1,848.00"
8001683363,LONDON CARE PLC,Social Care,"£1,847.98"
8001696132,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£1,846.02"
8001725082,SEVACARE (UK) LTD,Social Care,"£1,843.20"
1900797646,LONDON SOUTH BANK UNIVERSITY,Learning and Development,"£1,840.00"
8001683308,LONDON CARE PLC,Social Care,"£1,838.12"
8001716661,DEVELOPMENT & LEARNING OPPORTUNITIE,Social Care,"£1,837.50"
8001717621,DEVELOPMENT & LEARNING OPPORTUNITIE,Social Care,"£1,837.50"
8001691994,CIRCA CARE LTD,Temporary Accommodation,"£1,835.75"
8001724040,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,833.29"
8001696107,BARCHESTER HEALTHCARE HOMES LTD,Social Care,"£1,832.15"
8001721749,B&M INVESTMENTS LIMITED,Temporary Accommodation,"£1,831.22"
5201130697,UNITED GUARDING SERVICES LTD,General,"£1,830.94"
1900798570,TERSUS CONSULTANCY LTD,"Construction, Property and Fac Man","£1,830.00"
8001709480,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,830.00"
8001724912,SEVACARE (UK) LTD,Social Care,"£1,827.88"
8001718312,DR FRENCH MEMORIAL HOME LTD,Temporary Accommodation,"£1,826.74"
8001719440,HOMELY CARE LTD T/A ST THERESA'S RE,Temporary Accommodation,"£1,826.65"
5201132025,REDACTED PERSONAL DATA,Sport and Leisure,"£1,825.80"
5201131994,PITNEY BOWES SOFTWARE LTD,IT and Telecoms,"£1,824.00"
5201132026,REDACTED PERSONAL DATA,Sport and Leisure,"£1,823.18"
8001699926,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,821.43"
1900798694,BINOH,Children and Education,"£1,820.00"
5201130786,UNITED GUARDING SERVICES LTD,General,"£1,819.55"
5201130787,UNITED GUARDING SERVICES LTD,General,"£1,819.55"
8001707281,RENAISSANCE PERSONNEL LIMITED,Social Care,"£1,817.24"
5201130315,IRG ADVISORS LLP,People and Recruitment,"£1,815.00"
8001717093,BROOKLAND HOMES LTD,Temporary Accommodation,"£1,809.34"
8001696223,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£1,806.13"
8001707781,LIFEWAYS COMMUNITY CARE LTD,Temporary Accommodation,"£1,805.72"
8001714621,OAK TREE CARE SERVICES LIMITED,Temporary Accommodation,"£1,800.01"
1900797992,TIMOTHY CORNER,Legal,"£1,800.00"
8001701987,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,800.00"
8001702054,LOUISIANNA PROPERTIES LTD,General,"£1,800.00"
8001702501,DILIGENT CARE SERVICES LTD,Temporary Accommodation,"£1,800.00"
8001710681,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£1,793.00"
8001717195,MULLINVAM LIMITED,Temporary Accommodation,"£1,792.96"
8001711041,ALLFORCARE,Social Care,"£1,787.50"
8001725165,SEVACARE (UK) LTD,Social Care,"£1,787.16"
8001723954,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,786.22"
1900798251,TOWER ESTATES (LODGE) LIMITED,Children and Education,"£1,782.00"
8001725169,SEVACARE (UK) LTD,Social Care,"£1,776.12"
5201131853,CYCLING INSTRUCTOR LTD,Learning and Development,"£1,775.00"
8001715901,THE REGARD PARTNERSHIP LIMITED,Social Care,"£1,772.66"
1900798510,THE PRUDENTIAL ASSURANCE CO LTD,General,"£1,772.51"
8001718347,CLOVELLY HOUSE RESIDENTIAL HOME LTD,Social Care,"£1,771.43"
8001724075,THEMICARE LTD,"Construction, Property and Fac Man","£1,771.43"
8001696201,HOMELY CARE LTD T/A ST THERESA'S RE,Temporary Accommodation,"£1,767.72"
5201131148,REDACTED PERSONAL DATA,Sport and Leisure,"£1,765.16"
1900798596,SOUTHERN FORENSIC MEDICAL SERVICES,General,"£1,764.00"
5201132352,NPS LONDON LTD,"Construction, Property and Fac Man","£1,762.91"
8001717146,FERNBANK NURSING HOME,Temporary Accommodation,"£1,759.17"
8001725214,SEVACARE (UK) LTD,Social Care,"£1,756.64"
1900797113,REDACTED PERSONAL DATA,Finance,"£1,755.00"
1900797414,THAMES WATER UTILITIES LTD (PROPERT,Energy and Utilities,"£1,752.88"
8001721806,KARLAMAIN LTD,Temporary Accommodation,"£1,752.12"
8001699721,ASHNESS CARE LTD,Social Care,"£1,752.00"
8001699741,ASHNESS CARE LTD,Social Care,"£1,752.00"
8001721823,THE GRANGE,Temporary Accommodation,"£1,747.83"
8001724045,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,744.72"
8001724070,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,744.72"
1900798520,SOUTH EASTERN TRAINS LTD,Travel,"£1,744.00"
8001719399,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,742.38"
8001721888,KINGSLEY HEALTHCARE,Temporary Accommodation,"£1,737.99"
8001724961,SEVACARE (UK) LTD,Social Care,"£1,735.36"
5201130829,REDACTED PERSONAL DATA,Legal,"£1,735.00"
8001714162,SAPH LTD,Social Care,"£1,734.11"
8001719381,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,733.56"
8001683356,LONDON CARE PLC,Social Care,"£1,733.20"
8001683439,LONDON CARE PLC,Social Care,"£1,733.20"
8001719350,ANCHOR TRUST,Temporary Accommodation,"£1,729.40"
8001721920,LITTLE SISTERS OF THE POOR,Temporary Accommodation,"£1,729.36"
1900798061,ILSE AMLOT CENTRE FOR WOMEN & CHILD,People and Recruitment,"£1,728.00"
8001718761,NORTH LONDON ASIAN CARE,Social Care,"£1,726.88"
1900798571,TERSUS CONSULTANCY LTD,"Construction, Property and Fac Man","£1,725.00"
8001721841,THE LIMES RESIDENTIAL CARE HOME,Temporary Accommodation,"£1,720.50"
8001721824,IGNICOLL t/a THE LODGE,Temporary Accommodation,"£1,719.88"
8001723971,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man","£1,719.49"
8001724956,SEVACARE (UK) LTD,Social Care,"£1,715.84"
1900798185,STEP AHEAD SERVICES LTD,Children and Education,"£1,714.92"
8001724019,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,714.92"
8001717174,MAGICARE LTD,Temporary Accommodation,"£1,708.10"
8001690882,ARAN HOMES LIMITED,Temporary Accommodation,"£1,707.00"
8001721821,HOMEFIELD COURT,Temporary Accommodation,"£1,705.62"
8001705181,ONE HOUSING GROUP LTD,Social Care,"£1,701.28"
5201130110,MIDDLESEX ASSOC FOR THE BLIND,Children and Education,"£1,700.00"
1900797790,UK POWER NETWORKS (OPERATIONS) LTD,Energy and Utilities,"£1,699.00"
8001719297,PAT SHAW HOUSE,Temporary Accommodation,"£1,698.36"
5201131767,SWIFT CATERING EQUIPMENT LTD,Food and Drink,"£1,693.67"
8001721948,HAIL LTD,Social Care,"£1,692.16"
8001713081,VINEYARD (UK) SERVICES LTD,Social Care,"£1,692.00"
8001713101,VINEYARD (UK) SERVICES LTD,Social Care,"£1,692.00"
8001697201,CIRCLE OF CARE SERVICE LTD,Social Care,"£1,690.00"
8001717841,DILIGENT CARE SERVICES LTD,Social Care,"£1,690.00"
8001696158,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,686.17"
8001724029,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,685.03"
5201130845,REDACTED PERSONAL DATA,Sport and Leisure,"£1,682.18"
1900798099,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,680.00"
1900798112,WHITTINGTON HOSPITAL NHS TRUST,General,"£1,680.00"
8001699781,ASHNESS CARE LTD,Temporary Accommodation,"£1,680.00"
8001717822,DEVELOPMENT & LEARNING OPPORTUNITIE,Social Care,"£1,680.00"
5201132321,RINGWAY JACOBS LIMITED,Public Realm,"£1,679.40"
8001704961,ONE HOUSING GROUP LTD,Social Care,"£1,677.95"
8001696140,FOUR SEASONS 2000 LIMITED,Temporary Accommodation,"£1,677.64"
5201130570,ELEGANCE FURNITURE SUPPLIES LTD,General,"£1,677.40"
8001709921,EXTRA MILE CARE COMPANY,Social Care,"£1,674.34"
8001696108,ANCHOR TRUST,Temporary Accommodation,"£1,673.61"
8001709511,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,672.00"
5201131058,REDACTED PERSONAL DATA,Sport and Leisure,"£1,669.88"
8001724073,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,669.57"
8001724078,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,669.57"
8001719111,HOMES FOR HARINGEY LIMITED,Temporary Accommodation,"£1,666.61"
5201131875,COMPACT STORAGE LIMITED,"Construction, Property and Fac Man","£1,666.25"
8001687041,EXTRA MILE CARE COMPANY,Social Care,"£1,665.32"
1900797477,REDACTED PERSONAL DATA,General,"£1,665.05"
8001707981,BROADREACH HOUSE,Social Care,"£1,664.23"
8001717115,NORTHLEACH COURT,Temporary Accommodation,"£1,663.82"
8001724008,FINEFAIR LTD,"Construction, Property and Fac Man","£1,660.71"
1900798249,STEP AHEAD SERVICES LTD,Children and Education,"£1,659.60"
8001718067,WOODSIDE HOME,Temporary Accommodation,"£1,659.38"
8001719402,PRIORY GROUP LIMITED,Temporary Accommodation,"£1,658.41"
5201131190,G W TWILLEY & SON LTD,Travel,"£1,656.40"
8001724062,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,656.15"
8001692278,CIRCA CARE LTD,Temporary Accommodation,"£1,654.36"
5201130796,REDACTED PERSONAL DATA,Sport and Leisure,"£1,653.98"
1900798657,BINOH,Children and Education,"£1,650.00"
1900798674,BINOH,Children and Education,"£1,650.00"
1900798679,BINOH,Children and Education,"£1,650.00"
5201131023,LEISURE MATTERS (UK) LTD,People and Recruitment,"£1,650.00"
5201132001,TOUCAN COMPUTING LTD,IT and Telecoms,"£1,650.00"
8001702107,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,650.00"
8001709458,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man","£1,650.00"
8001724016,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,649.60"
8001724026,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,649.60"
1900796854,REDACTED PERSONAL DATA,General,"£1,649.44"
8001723946,LCS PARTNERSHIPS LTD,"Construction, Property and Fac Man","£1,648.54"
5201131355,BERTRAM TRADING LTD,Communication,"£1,644.84"
8001696055,PAT SHAW HOUSE,Temporary Accommodation,"£1,643.58"
1900798051,STOR-A-FILE LTD,General,"£1,637.41"
8001719422,PINETRUST RCH,Temporary Accommodation,"£1,632.46"
8001717168,MULLINVAM LIMITED,Temporary Accommodation,"£1,632.07"
8001698181,SATELLITE CONSORTIUM LIMITED,Social Care,"£1,631.36"
8001717102,CEDAR GARDENS CARE LTD,Temporary Accommodation,"£1,626.97"
1900797473,REDACTED PERSONAL DATA,Children and Education,"£1,623.22"
8001711221,EXTRA MILE CARE COMPANY,Social Care,"£1,622.97"
8001705021,MAREGO LTD,Social Care,"£1,620.00"
5201130604,NORTH LONDON CATERING EQUIPMENT LTD,Food and Drink,"£1,615.00"
8001723980,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man","£1,612.75"
8001698361,CIRCLE OF CARE SERVICE LTD,Social Care,"£1,612.00"
8001724039,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,612.00"
8001725022,SEVACARE (UK) LTD,Social Care,"£1,610.48"
8001699501,TURKISH CYPRIOT COMMUNITY ASSN.,Social Care,"£1,610.00"
8001718066,CHASTON HOUSE LTD,Temporary Accommodation,"£1,609.79"
1900798199,FINEFAIR LTD,Children and Education,"£1,607.10"
1900797836,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£1,604.40"
8001726612,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£1,603.90"
1900798095,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,600.00"
8001713461,HAIL LTD,Social Care,"£1,600.00"
8001709961,EXTRA MILE CARE COMPANY,Social Care,"£1,598.94"
8001703481,EZER LEYOLDOS LTD,Children and Education,"£1,593.75"
8001721789,DIPLOTEC LTD,Temporary Accommodation,"£1,593.75"
8001718146,DEAN HOUSE,Temporary Accommodation,"£1,591.23"
8001717101,AGUDAS ISRAEL HOUSING ASSOCIAT LTD,Temporary Accommodation,"£1,590.44"
8001718165,TORRINGTON HOMES,Temporary Accommodation,"£1,587.64"
5201130797,REDACTED PERSONAL DATA,Sport and Leisure,"£1,587.20"
5201131271,REDACTED PERSONAL DATA,Sport and Leisure,"£1,587.20"
8001724060,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,582.51"
8001724076,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,582.51"
8001696181,PINETRUST RCH,Temporary Accommodation,"£1,579.80"
8001721865,JAH-JIREH CHARITY HOMES,Temporary Accommodation,"£1,579.54"
8001718098,DRAYCOMBE HOUSE CARE LTD,Temporary Accommodation,"£1,578.96"
8001717108,GRACEWELL HEALTHCARE 2 LIMITED,Temporary Accommodation,"£1,578.13"
8001705841,ONE HOUSING GROUP LTD,Social Care,"£1,577.59"
8001724086,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,575.88"
8001701701,KISHARON,"Construction, Property and Fac Man","£1,575.73"
8001701741,KISHARON,Social Care,"£1,575.73"
8001723996,INDEPENDENT PLUS LTD,"Construction, Property and Fac Man","£1,572.15"
8001724009,FINEFAIR LTD,"Construction, Property and Fac Man","£1,572.14"
8001724051,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,567.58"
1900798686,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£1,567.00"
8001697622,MERLE RECRUITMENT & TRAINING AGENCY,Social Care,"£1,566.00"
5201130324,FRONTLINE STAFFING LTD,People and Recruitment,"£1,560.24"
5201130325,FRONTLINE STAFFING LTD,People and Recruitment,"£1,560.24"
5201130326,FRONTLINE STAFFING LTD,People and Recruitment,"£1,560.24"
5201132688,FRONTLINE STAFFING LTD,People and Recruitment,"£1,560.24"
1900798096,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,560.00"
5201130464,STHREE STAFFING UK LTD,People and Recruitment,"£1,560.00"
5201130471,REDACTED PERSONAL DATA,Public Health,"£1,560.00"
8001701983,WEST LODGE LIMITED,Temporary Accommodation,"£1,560.00"
8001709482,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,560.00"
1900797687,BT PAYMENT SERVICES LTD,IT and Telecoms,"£1,558.71"
8001724063,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,553.23"
1900797380,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£1,551.00"
1900797767,FINEFAIR LTD,Temporary Accommodation,"£1,550.40"
8001691617,MANHATTAN PROPERTY SERVICES,"Construction, Property and Fac Man","£1,550.00"
8001724064,MANHATTAN PROPERTY SERVICES,"Construction, Property and Fac Man","£1,550.00"
1900796981,OMEGA LETTINGS LTD,Temporary Accommodation,"£1,549.43"
8001724923,SEVACARE (UK) LTD,Social Care,"£1,546.51"
8001713562,HOFFMANN FOUNDATION FOR AUTISM,Social Care,"£1,545.00"
8001713563,HOFFMANN FOUNDATION FOR AUTISM,Social Care,"£1,545.00"
8001717561,NORTH LONDON ASIAN CARE,Social Care,"£1,544.48"
5201131784,REDACTED PERSONAL DATA,Sport and Leisure,"£1,543.80"
8001713564,HOFFMANN FOUNDATION FOR AUTISM,"Construction, Property and Fac Man","£1,543.68"
8001721933,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,540.17"
5201131930,PORTOBELLO PARTNERSHIP LTD,Learning and Development,"£1,540.00"
8001704181,EXTRA MILE CARE COMPANY,Social Care,"£1,540.00"
8001713181,NORTH LONDON ASIAN CARE,Social Care,"£1,537.93"
5201129968,REDACTED PERSONAL DATA,Sport and Leisure,"£1,537.60"
8001725026,SEVACARE (UK) LTD,Social Care,"£1,536.87"
8001698881,CIRCLE OF CARE SERVICE LTD,Social Care,"£1,536.00"
8001724018,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,534.19"
8001717071,BUPA CARE HOMES (CFCHOMES) LTD,Temporary Accommodation,"£1,534.02"
8001690601,ARAN HOMES LIMITED,Social Care,"£1,534.00"
8001690741,ARAN HOMES LIMITED,Social Care,"£1,534.00"
8001723992,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,533.79"
5201130479,REDACTED PERSONAL DATA,Sport and Leisure,"£1,533.46"
5201129989,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,"£1,532.00"
1900797363,THE MARKFIELD PROJECT LTD,Children and Education,"£1,530.00"
5201131245,COMMUNITY MATTERS,People and Recruitment,"£1,530.00"
8001724021,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man","£1,527.86"
8001725228,SEVACARE (UK) LTD,Social Care,"£1,526.32"
1900797100,HORIZON TEACHERS LTD,Children and Education,"£1,525.00"
1900797840,HORIZON TEACHERS LTD,Children and Education,"£1,525.00"
1900798191,FINEFAIR LTD,Children and Education,"£1,521.30"
5201130240,GLOBAL RADIO SERVICES LIMITED,Sport and Leisure,"£1,520.00"
5201130491,IMAGE DATA GROUP LIMITED,Communication,"£1,516.00"
8001683368,LONDON CARE PLC,Social Care,"£1,515.72"
5201131226,CIPFA BUSINESS LIMITED,Learning and Development,"£1,515.25"
8001697861,CIRCLE OF CARE SERVICE LTD,Social Care,"£1,510.00"
8001711641,EXTRA MILE CARE COMPANY,Social Care,"£1,502.78"
1900797072,LONDON BOROUGH OF HACKNEY,Communication,"£1,500.00"
5201131238,"EAST ARCHIT, LANDSCAPE, URBAN DSGN",People and Recruitment,"£1,500.00"
5201131354,URBAN FUTURES LONDON LIMITED,General,"£1,500.00"
5201131898,ALLEN LANE LTD,Finance,"£1,500.00"
8001719067,MANHATTAN PROPERTY SERVICES,"Construction, Property and Fac Man","£1,500.00"
8001717083,BUPA CARE HOMES (CFHCARE) LTD,Temporary Accommodation,"£1,497.08"
8001722441,DILIGENT CARE SERVICES LTD,Social Care,"£1,496.40"
8001718322,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£1,496.37"
5201132317,LYNCADE LTD t/a CAVENDISH CARS,Travel,"£1,496.00"
8001724004,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,493.63"
1900798215,KEYS 16 PLUS INDEPENDENT LIVING SER,Children and Education,"£1,491.78"
1900798677,BINOH,Children and Education,"£1,490.00"
1900797376,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£1,488.00"
8001711741,EXTRA MILE CARE COMPANY,Social Care,"£1,487.75"
8001717095,FIVE ACRES NURSING HOME LTD,Temporary Accommodation,"£1,486.72"
5201131047,ALISON WRIGHT & CO LTD,People and Recruitment,"£1,485.80"
8001714321,SAPH LTD,Social Care,"£1,485.55"
1900797081,WOODCROFT SCHOOL,Children and Education,"£1,485.00"
8001629861,NORWOOD SCHOOLS LTD,Social Care,"£1,482.76"
8001687341,NORWOOD SCHOOLS LTD,"Construction, Property and Fac Man","£1,482.76"
8001724068,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,479.01"
8001707172,EDENVALE CARE LIMITED,Social Care,"£1,471.75"
8001702086,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,470.00"
8001709494,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,470.00"
8001718323,ADIEMUS CARE LIMITED T/A CHAPLIN LO,Temporary Accommodation,"£1,468.56"
8001700421,TURKISH CYPRIOT COMMUNITY ASSN.,Social Care,"£1,467.20"
8001724057,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,461.43"
8001724074,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,461.43"
8001704421,EXTRA MILE CARE COMPANY,Social Care,"£1,456.10"
8001698481,CIRCLE OF CARE SERVICE LTD,Social Care,"£1,456.00"
8001724987,SEVACARE (UK) LTD,Social Care,"£1,454.64"
8001715090,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,454.14"
1900797715,REDACTED PERSONAL DATA,Legal,"£1,450.00"
5201131623,DEAFAX,Learning and Development,"£1,450.00"
5201131865,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450.00"
5201131866,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450.00"
5201131868,HAYS SPECIALIST RECRUITMENT,People and Recruitment,"£1,450.00"
8001718351,AVON LODGE UK LTD,Temporary Accommodation,"£1,448.90"
8001722980,REDACTED PERSONAL DATA,Social Care,"£1,448.14"
8001709478,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man","£1,448.00"
8001719863,ALERE CARE LIMITED,"Construction, Property and Fac Man","£1,442.86"
8001724012,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,441.46"
8001724042,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,441.46"
1900798594,SOUTHERN FORENSIC MEDICAL SERVICES,General,"£1,440.70"
8001702045,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,440.00"
8001702120,W M PROPERTY ASSOCIATES LIMITED,Temporary Accommodation,"£1,440.00"
8001724181,PERSON CENTRED CARE HOMES DAY OPPS,Social Care,"£1,440.00"
8001683880,LONDON CARE PLC,Social Care,"£1,439.88"
5201130978,NHBS LTD,General,"£1,438.56"
8001717114,BUPA CARE HOMES (AKW) LIMITED,Temporary Accommodation,"£1,434.06"
8001724946,SEVACARE (UK) LTD,Social Care,"£1,429.56"
8001725045,SEVACARE (UK) LTD,Social Care,"£1,429.56"
8001725076,SEVACARE (UK) LTD,Social Care,"£1,429.56"
8001725221,SEVACARE (UK) LTD,Social Care,"£1,429.56"
8001725250,SEVACARE (UK) LTD,Social Care,"£1,429.56"
8001725023,SEVACARE (UK) LTD,Social Care,"£1,429.12"
8001725177,SEVACARE (UK) LTD,Social Care,"£1,429.12"
8001700821,TURKISH CYPRIOT COMMUNITY ASSN.,Social Care,"£1,428.16"
1900797436,PULSE HEALTHCARE LTD,People and Recruitment,"£1,426.75"
5201130327,JCJ LOCUMS LTD,People and Recruitment,"£1,422.00"
5201131668,JCJ LOCUMS LTD,People and Recruitment,"£1,422.00"
5201131669,JCJ LOCUMS LTD,People and Recruitment,"£1,422.00"
5201131862,KENYON BLOCK CONSULTANTS LTD,People and Recruitment,"£1,422.00"
5201131993,JCJ LOCUMS LTD,People and Recruitment,"£1,422.00"
8001725013,SEVACARE (UK) LTD,Social Care,"£1,419.35"
8001724002,INDEPENDENT PLUS LTD,"Construction, Property and Fac Man","£1,418.96"
8001706001,ONE HOUSING GROUP LTD,Social Care,"£1,418.56"
5201132027,REDACTED PERSONAL DATA,Sport and Leisure,"£1,415.00"
8001690941,ARAN HOMES LIMITED,Temporary Accommodation,"£1,413.76"
5201131793,REDACTED PERSONAL DATA,Sport and Leisure,"£1,413.60"
5201131990,ELEGANCE FURNITURE SUPPLIES LTD,General,"£1,411.28"
